Date Time,Pressure (KPa) c:1,Wind Speed (m/s) c:2,Gust Speed (m/s) c:3,Wind Direction (ø) c:4,PAR (µmol/m²/s) c:5,Rain (mm) c:6,Temp (°C) c:7,RH (%) c:8
06/06/2018 17:00:00,101.6850,0.50,7.55,44.9,2553.7,,23.689,43.000
06/06/2018 17:10:00,101.6750,1.01,3.52,332.7,443.7,0.00,22.896,44.600
06/06/2018 17:20:00,101.6550,1.01,2.52,345.4,508.7,0.00,23.064,43.200
06/06/2018 17:30:00,101.6650,2.01,4.53,352.4,416.2,0.00,21.772,45.800
06/06/2018 17:40:00,101.6750,1.51,3.52,355.2,381.2,0.00,21.724,45.600
06/06/2018 17:50:00,101.6850,0.50,2.52,1.4,333.7,0.00,21.748,46.400
06/06/2018 18:00:00,101.6650,1.01,2.52,355.2,606.2,0.00,22.824,45.200
06/06/2018 18:10:00,101.6350,1.01,3.02,345.4,976.2,0.00,23.593,43.000
06/06/2018 18:20:00,101.6450,1.01,2.52,355.2,911.2,0.00,24.195,40.800
06/06/2018 18:30:00,101.6550,1.01,3.02,341.2,853.7,0.00,23.713,41.000
06/06/2018 18:40:00,101.6550,1.51,3.52,355.2,828.7,0.00,23.400,40.500
06/06/2018 18:50:00,101.6550,1.51,4.03,1.4,776.2,0.00,23.569,40.700
06/06/2018 19:00:00,101.6550,1.51,4.53,1.4,698.7,0.00,23.112,39.800
06/06/2018 19:10:00,101.6450,1.51,3.02,349.6,646.2,0.00,23.328,40.200
06/06/2018 19:20:00,101.6450,1.51,4.03,353.8,598.7,0.00,23.521,40.200
06/06/2018 19:30:00,101.6550,0.00,1.51,1.4,548.7,0.00,24.171,40.500
06/06/2018 19:40:00,101.6650,0.50,2.52,25.3,498.7,0.00,24.050,39.100
06/06/2018 19:50:00,101.6550,2.01,3.52,186.7,448.7,0.00,23.545,40.200
06/06/2018 20:00:00,101.6550,1.51,4.03,179.7,403.7,0.00,23.352,40.100
06/06/2018 20:10:00,101.6550,2.52,4.53,183.9,361.2,0.00,22.992,40.000
06/06/2018 20:20:00,101.6650,2.01,4.03,182.5,318.7,0.00,22.824,39.500
06/06/2018 20:30:00,101.6750,2.01,4.03,181.1,276.2,0.00,22.465,40.200
06/06/2018 20:40:00,101.6950,2.01,4.03,185.3,236.2,0.00,22.082,41.100
06/06/2018 20:50:00,101.7050,1.51,3.52,178.3,198.7,0.00,21.700,41.200
06/06/2018 21:00:00,101.7150,1.01,2.52,168.5,158.7,0.00,20.913,42.400
06/06/2018 21:10:00,101.7350,1.51,3.02,171.3,116.2,0.00,20.484,42.500
06/06/2018 21:20:00,101.7350,1.01,3.02,167.1,68.7,0.00,19.460,43.700
06/06/2018 21:30:00,101.7350,0.50,2.52,169.9,41.2,0.00,18.343,44.900
06/06/2018 21:40:00,101.7350,0.00,1.51,169.9,28.7,0.00,17.463,46.900
06/06/2018 21:50:00,101.7450,0.00,1.01,169.9,18.7,0.00,16.892,49.400
06/06/2018 22:00:00,101.7550,0.00,1.01,169.9,11.2,0.00,16.225,51.600
06/06/2018 22:10:00,101.7850,0.00,1.51,169.9,6.2,0.00,15.891,53.000
06/06/2018 22:20:00,101.7850,0.50,1.51,169.9,1.2,0.00,15.676,53.400
06/06/2018 22:30:00,101.7950,0.50,1.51,169.9,1.2,0.00,15.318,55.000
06/06/2018 22:40:00,101.7950,0.50,1.51,169.9,1.2,0.00,15.366,55.200
06/06/2018 22:50:00,101.7950,0.00,1.51,169.9,1.2,0.00,15.223,55.700
06/06/2018 23:00:00,101.7950,0.00,1.01,169.9,1.2,0.00,14.745,56.300
06/06/2018 23:10:00,101.7950,0.00,1.01,169.9,1.2,0.00,14.242,57.300
06/06/2018 23:20:00,101.7950,0.00,0.50,169.9,1.2,0.00,13.906,59.200
06/06/2018 23:30:00,101.7950,0.00,1.01,169.9,1.2,0.00,14.002,61.000
06/06/2018 23:40:00,101.7950,0.00,1.01,169.9,1.2,0.00,14.074,60.800
06/06/2018 23:50:00,101.7950,0.50,1.51,169.9,1.2,0.00,14.194,63.000
07/06/2018 00:00:00,101.8050,0.50,1.51,169.9,1.2,0.00,13.497,65.600
07/06/2018 00:10:00,101.7950,0.00,1.01,169.9,1.2,0.00,13.064,66.600
07/06/2018 00:20:00,101.7950,0.00,1.01,169.9,1.2,0.00,12.920,65.700
07/06/2018 00:30:00,101.7950,0.00,1.01,169.9,1.2,0.00,12.364,66.400
07/06/2018 00:40:00,101.7950,0.00,1.01,169.9,1.2,0.00,12.678,66.200
07/06/2018 00:50:00,101.7850,0.00,1.01,169.9,1.2,0.00,12.461,66.100
07/06/2018 01:00:00,101.7750,0.00,0.50,169.9,1.2,0.00,11.662,67.100
07/06/2018 01:10:00,101.7750,0.00,1.01,169.9,1.2,0.00,11.200,69.200
07/06/2018 01:20:00,101.7750,0.00,1.01,169.9,1.2,0.00,11.053,70.700
07/06/2018 01:30:00,101.7850,0.00,1.01,169.9,1.2,0.00,10.932,69.900
07/06/2018 01:40:00,101.7950,0.00,0.50,169.9,1.2,0.00,10.810,70.000
07/06/2018 01:50:00,101.7950,0.00,1.01,169.9,1.2,0.00,10.980,69.600
07/06/2018 02:00:00,101.7850,0.00,0.50,169.9,1.2,0.00,10.956,69.400
07/06/2018 02:10:00,101.7950,0.00,0.50,169.9,1.2,0.00,10.785,70.000
07/06/2018 02:20:00,101.7850,0.00,0.50,169.9,1.2,0.00,10.247,72.100
07/06/2018 02:30:00,101.7750,0.00,1.01,169.9,1.2,0.00,10.320,73.200
07/06/2018 02:40:00,101.7650,0.00,1.01,169.9,1.2,0.00,10.222,74.900
07/06/2018 02:50:00,101.7550,0.00,0.50,169.9,1.2,0.00,9.952,75.600
07/06/2018 03:00:00,101.7550,0.00,0.50,169.9,1.2,0.00,9.829,76.800
07/06/2018 03:10:00,101.7450,0.00,0.50,169.9,1.2,0.00,10.075,77.600
07/06/2018 03:20:00,101.7450,0.00,0.50,169.9,1.2,0.00,10.001,79.300
07/06/2018 03:30:00,101.7450,0.00,1.01,169.9,1.2,0.00,9.977,80.300
07/06/2018 03:40:00,101.7450,0.00,1.01,169.9,1.2,0.00,9.903,82.000
07/06/2018 03:50:00,101.7350,0.00,1.01,169.9,1.2,0.00,9.657,83.600
07/06/2018 04:00:00,101.7350,0.00,0.50,169.9,1.2,0.00,9.558,85.000
07/06/2018 04:10:00,101.7250,0.00,0.50,169.9,1.2,0.00,9.361,86.200
07/06/2018 04:20:00,101.7150,0.00,1.01,169.9,1.2,0.00,9.410,87.500
07/06/2018 04:30:00,101.7150,0.00,1.51,169.9,1.2,0.00,9.287,88.300
07/06/2018 04:40:00,101.7050,0.00,1.01,169.9,3.7,0.00,9.064,89.400
07/06/2018 04:50:00,101.7050,0.00,1.01,169.9,8.7,0.00,9.188,90.300
07/06/2018 05:00:00,101.7150,0.00,0.50,169.9,16.2,0.00,9.213,90.500
07/06/2018 05:10:00,101.7250,0.00,0.00,169.9,26.2,0.00,8.990,90.400
07/06/2018 05:20:00,101.7450,0.00,0.50,169.9,38.7,0.00,9.435,91.500
07/06/2018 05:30:00,101.7350,0.00,1.01,169.9,51.2,0.00,9.952,91.000
07/06/2018 05:40:00,101.7250,0.00,1.51,169.9,66.2,0.00,10.100,90.800
07/06/2018 05:50:00,101.7350,0.00,2.01,160.0,113.7,0.00,10.956,89.900
07/06/2018 06:00:00,101.7350,0.50,2.01,157.2,123.7,0.00,11.346,88.800
07/06/2018 06:10:00,101.7350,0.50,1.51,157.2,146.2,0.00,11.467,88.200
07/06/2018 06:20:00,101.7350,0.50,1.51,157.2,218.7,0.00,12.195,87.700
07/06/2018 06:30:00,101.7450,0.50,2.01,155.8,258.7,0.00,12.871,86.400
07/06/2018 06:40:00,101.7550,0.50,2.52,154.4,286.2,0.00,13.570,85.500
07/06/2018 06:50:00,101.7550,1.01,3.02,157.2,361.2,0.00,14.337,83.700
07/06/2018 07:00:00,101.7650,1.01,3.02,168.5,408.7,0.00,14.912,81.700
07/06/2018 07:10:00,101.7750,1.51,3.02,172.7,443.7,0.00,15.485,79.900
07/06/2018 07:20:00,101.7550,1.51,3.52,168.5,461.2,0.00,15.867,78.200
07/06/2018 07:30:00,101.7450,1.51,3.52,169.9,498.7,0.00,16.463,76.700
07/06/2018 07:40:00,101.7450,2.01,4.53,174.1,553.7,0.00,16.844,74.200
07/06/2018 07:50:00,101.7450,2.52,4.53,175.5,631.2,0.00,17.272,71.700
07/06/2018 08:00:00,101.7350,2.01,4.03,178.3,678.7,0.00,18.057,69.900
07/06/2018 08:10:00,101.7350,2.52,4.53,181.1,733.7,0.00,18.485,66.800
07/06/2018 08:20:00,101.7450,2.01,4.03,181.1,788.7,0.00,18.913,64.700
07/06/2018 08:30:00,101.7450,2.01,4.53,175.5,838.7,0.00,19.270,62.700
07/06/2018 08:40:00,101.7450,2.52,5.03,182.5,886.2,0.00,19.627,60.300
07/06/2018 08:50:00,101.7450,2.52,4.53,186.7,933.7,0.00,19.960,58.700
07/06/2018 09:00:00,101.7450,2.52,4.53,183.9,978.7,0.00,20.269,57.600
07/06/2018 09:10:00,101.7450,2.52,4.53,178.3,1033.7,0.00,20.507,55.700
07/06/2018 09:20:00,101.7450,2.01,3.52,185.3,1078.7,0.00,21.127,54.500
07/06/2018 09:30:00,101.7450,2.01,3.52,182.5,1118.7,0.00,21.413,52.600
07/06/2018 09:40:00,101.7250,2.01,3.52,181.1,1156.2,0.00,21.628,51.400
07/06/2018 09:50:00,101.7150,2.01,4.53,190.9,1208.7,0.00,22.058,50.700
07/06/2018 10:00:00,101.7150,2.01,3.02,181.1,1241.2,0.00,22.465,49.100
07/06/2018 10:10:00,101.7150,2.01,3.52,186.7,1278.7,0.00,22.657,48.200
07/06/2018 10:20:00,101.7250,2.01,4.53,185.3,1323.7,0.00,23.040,47.700
07/06/2018 10:30:00,101.7250,2.01,3.52,189.5,1356.2,0.00,23.040,47.200
07/06/2018 10:40:00,101.7250,1.51,3.52,189.5,1393.7,0.00,23.160,47.400
07/06/2018 10:50:00,101.7150,2.01,4.03,186.7,1436.2,0.00,23.905,46.000
07/06/2018 11:00:00,101.7150,2.01,4.03,193.7,1463.7,0.00,23.521,45.200
07/06/2018 11:10:00,101.7150,2.01,4.53,205.0,1468.7,0.00,23.545,44.700
07/06/2018 11:20:00,101.7150,1.51,3.02,212.0,1503.7,0.00,24.074,44.600
07/06/2018 11:30:00,101.7150,2.01,3.52,212.0,1533.7,0.00,24.243,44.100
07/06/2018 11:40:00,101.7150,2.01,4.53,196.5,1558.7,0.00,24.219,42.400
07/06/2018 11:50:00,101.7050,2.01,4.03,206.4,1548.7,0.00,24.098,43.300
07/06/2018 12:00:00,101.6950,2.01,4.03,200.8,1606.2,0.00,24.557,42.500
07/06/2018 12:10:00,101.6950,2.01,5.03,196.5,1651.2,0.00,24.557,40.700
07/06/2018 12:20:00,101.6850,2.01,5.03,219.0,1636.2,0.00,24.823,40.200
07/06/2018 12:30:00,101.6950,2.52,5.03,214.8,1673.7,0.00,24.339,40.500
07/06/2018 12:40:00,101.6950,2.52,5.03,219.0,1686.2,0.00,24.774,40.400
07/06/2018 12:50:00,101.6950,2.52,5.54,219.0,1696.2,0.00,24.823,39.500
07/06/2018 13:00:00,101.6850,2.01,4.53,217.6,1696.2,0.00,25.113,36.400
07/06/2018 13:10:00,101.6950,2.52,5.03,234.5,1706.2,0.00,24.871,38.700
07/06/2018 13:20:00,101.6850,2.01,5.03,214.8,1708.7,0.00,25.574,38.900
07/06/2018 13:30:00,101.6850,2.01,4.53,233.1,1713.7,0.00,25.065,37.400
07/06/2018 13:40:00,101.6750,2.52,5.54,203.6,1711.2,0.00,25.283,38.800
07/06/2018 13:50:00,101.6750,2.01,5.54,205.0,1708.7,0.00,25.089,37.600
07/06/2018 14:00:00,101.6750,2.01,4.53,202.2,1703.7,0.00,25.453,36.600
07/06/2018 14:10:00,101.6750,1.01,3.52,206.4,1698.7,0.00,26.207,34.100
07/06/2018 14:20:00,101.6650,2.01,4.53,216.2,1693.7,0.00,25.453,36.500
07/06/2018 14:30:00,101.6650,1.51,4.53,205.0,1678.7,0.00,25.866,34.200
07/06/2018 14:40:00,101.6550,2.01,4.53,221.8,1668.7,0.00,25.841,35.800
07/06/2018 14:50:00,101.6550,1.51,3.52,217.6,1648.7,0.00,25.744,33.900
07/06/2018 15:00:00,101.6450,1.51,4.03,213.4,1628.7,0.00,26.280,34.900
07/06/2018 15:10:00,101.6350,2.01,4.53,198.0,1613.7,0.00,25.623,33.700
07/06/2018 15:20:00,101.6350,0.50,2.01,203.6,1591.2,0.00,27.112,32.000
07/06/2018 15:30:00,101.6250,1.51,3.52,223.2,1566.2,0.00,26.109,34.300
07/06/2018 15:40:00,101.6250,1.51,4.53,171.3,1543.7,0.00,26.353,31.100
07/06/2018 15:50:00,101.6150,2.01,4.03,198.0,1513.7,0.00,25.817,33.000
07/06/2018 16:00:00,101.6150,1.51,4.03,196.5,1483.7,0.00,26.598,32.000
07/06/2018 16:10:00,101.6050,1.51,4.03,206.4,1451.2,0.00,25.939,33.500
07/06/2018 16:20:00,101.5950,1.01,2.52,188.1,1418.7,0.00,27.161,31.300
07/06/2018 16:30:00,101.5850,1.01,3.02,185.3,1383.7,0.00,26.402,30.600
07/06/2018 16:40:00,101.5850,1.51,3.52,214.8,1346.2,0.00,26.720,35.300
07/06/2018 16:50:00,101.5850,1.01,3.02,241.5,1308.7,0.00,26.378,33.600
07/06/2018 17:00:00,101.5650,1.51,3.52,313.1,1273.7,0.00,25.089,34.200
07/06/2018 17:10:00,101.5650,2.01,4.53,297.6,1231.2,0.00,25.040,37.800
07/06/2018 17:20:00,101.5650,2.01,4.03,310.3,1188.7,0.00,24.677,38.600
07/06/2018 17:30:00,101.5550,2.01,4.53,314.5,1143.7,0.00,24.629,39.500
07/06/2018 17:40:00,101.5550,2.01,4.03,317.3,1101.2,0.00,24.702,38.900
07/06/2018 17:50:00,101.5450,2.01,4.03,307.5,1056.2,0.00,24.315,40.500
07/06/2018 18:00:00,101.5350,2.01,4.03,313.1,1008.7,0.00,24.291,40.100
07/06/2018 18:10:00,101.5350,2.01,4.53,311.7,961.2,0.00,24.171,40.500
07/06/2018 18:20:00,101.5450,2.01,4.03,314.5,913.7,0.00,24.122,40.000
07/06/2018 18:30:00,101.5350,2.01,5.03,349.6,861.2,0.00,23.545,40.000
07/06/2018 18:40:00,101.5350,2.01,4.53,4.2,813.7,0.00,23.497,40.400
07/06/2018 18:50:00,101.5350,1.01,3.02,355.2,763.7,0.00,23.569,40.200
07/06/2018 19:00:00,101.5450,1.01,3.02,355.2,713.7,0.00,23.376,39.500
07/06/2018 19:10:00,101.5450,1.01,2.52,352.4,661.2,0.00,23.497,39.300
07/06/2018 19:20:00,101.5550,1.01,2.52,345.4,608.7,0.00,23.448,38.700
07/06/2018 19:30:00,101.5550,1.01,2.52,338.3,561.2,0.00,23.304,38.800
07/06/2018 19:40:00,101.5450,1.01,3.02,355.2,511.2,0.00,22.944,39.100
07/06/2018 19:50:00,101.5350,1.01,2.52,348.2,463.7,0.00,22.992,39.500
07/06/2018 20:00:00,101.5350,1.01,2.52,355.2,416.2,0.00,22.705,39.800
07/06/2018 20:10:00,101.5350,1.51,3.02,355.2,373.7,0.00,22.465,40.200
07/06/2018 20:20:00,101.5350,1.01,3.02,349.6,328.7,0.00,22.154,41.400
07/06/2018 20:30:00,101.5450,1.01,2.52,355.2,283.7,0.00,21.915,42.000
07/06/2018 20:40:00,101.5450,1.01,2.52,352.4,243.7,0.00,21.604,43.500
07/06/2018 20:50:00,101.5450,0.50,2.01,355.2,201.2,0.00,21.413,45.800
07/06/2018 21:00:00,101.5550,0.50,1.51,355.2,158.7,0.00,21.079,47.400
07/06/2018 21:10:00,101.5650,0.50,2.01,355.2,126.2,0.00,20.698,48.400
07/06/2018 21:20:00,101.5650,0.00,2.01,0.0,91.2,0.00,20.317,49.500
07/06/2018 21:30:00,101.5750,0.00,2.01,14.0,66.2,0.00,20.007,50.900
07/06/2018 21:40:00,101.5750,0.00,1.51,16.8,43.7,0.00,19.722,52.800
07/06/2018 21:50:00,101.5850,0.00,1.01,16.8,28.7,0.00,19.246,50.500
07/06/2018 22:00:00,101.5950,0.00,1.01,16.8,16.2,0.00,18.438,50.900
07/06/2018 22:10:00,101.5850,0.00,0.50,16.8,8.7,0.00,17.225,57.600
07/06/2018 22:20:00,101.5950,0.00,0.00,16.8,3.7,0.00,15.867,61.100
07/06/2018 22:30:00,101.6050,0.00,0.50,16.8,1.2,0.00,15.700,63.100
07/06/2018 22:40:00,101.6150,0.00,0.00,16.8,1.2,0.00,15.652,62.400
07/06/2018 22:50:00,101.6050,0.00,0.00,16.8,1.2,0.00,16.344,62.700
07/06/2018 23:00:00,101.6050,0.00,0.50,16.8,1.2,0.00,15.414,64.300
07/06/2018 23:10:00,101.6150,0.00,0.50,16.8,1.2,0.00,14.457,71.200
07/06/2018 23:20:00,101.6150,0.00,0.50,16.8,1.2,0.00,13.690,76.200
07/06/2018 23:30:00,101.6150,0.00,0.50,16.8,1.2,0.00,14.002,75.900
07/06/2018 23:40:00,101.6250,0.00,0.00,16.8,1.2,0.00,14.529,76.200
07/06/2018 23:50:00,101.6150,0.00,0.50,16.8,1.2,0.00,13.906,73.500
08/06/2018 00:00:00,101.6150,0.00,1.51,16.8,1.2,0.00,13.329,75.700
08/06/2018 00:10:00,101.6050,0.00,1.01,16.8,1.2,0.00,12.243,77.100
08/06/2018 00:20:00,101.5950,0.00,0.50,16.8,1.2,0.00,12.219,80.600
08/06/2018 00:30:00,101.5850,0.00,0.00,16.8,1.2,0.00,11.710,82.700
08/06/2018 00:40:00,101.5850,0.00,0.00,16.8,1.2,0.00,11.443,84.800
08/06/2018 00:50:00,101.5750,0.00,0.00,16.8,1.2,0.00,12.775,87.000
08/06/2018 01:00:00,101.5750,0.00,0.50,16.8,1.2,0.00,12.606,90.300
08/06/2018 01:10:00,101.5750,0.00,0.00,16.8,1.2,0.00,12.219,89.900
08/06/2018 01:20:00,101.5750,0.00,1.51,94.1,1.2,0.00,10.932,88.400
08/06/2018 01:30:00,101.5750,0.00,1.01,115.1,1.2,0.00,11.078,88.500
08/06/2018 01:40:00,101.5750,0.00,1.01,115.1,1.2,0.00,10.467,90.300
08/06/2018 01:50:00,101.5650,0.00,0.50,115.1,1.2,0.00,10.369,91.000
08/06/2018 02:00:00,101.5650,0.00,0.50,115.1,1.2,0.00,11.321,91.600
08/06/2018 02:10:00,101.5650,0.00,0.50,115.1,1.2,0.00,10.663,91.800
08/06/2018 02:20:00,101.5650,0.00,0.50,115.1,1.2,0.00,10.222,92.200
08/06/2018 02:30:00,101.5550,0.00,0.00,115.1,1.2,0.00,11.394,94.300
08/06/2018 02:40:00,101.5650,0.00,1.01,115.1,1.2,0.00,10.785,94.400
08/06/2018 02:50:00,101.5550,0.00,0.50,115.1,1.2,0.00,9.829,92.400
08/06/2018 03:00:00,101.5550,0.00,0.00,115.1,1.2,0.00,9.682,93.500
08/06/2018 03:10:00,101.5450,0.00,0.00,115.1,1.2,0.00,9.952,94.200
08/06/2018 03:20:00,101.5450,0.00,0.00,115.1,1.2,0.00,11.394,95.600
08/06/2018 03:30:00,101.5450,0.00,0.50,115.1,1.2,0.00,11.540,95.300
08/06/2018 03:40:00,101.5350,0.00,0.00,115.1,1.2,0.00,10.541,96.100
08/06/2018 03:50:00,101.5350,0.00,0.00,115.1,1.2,0.00,11.904,96.900
08/06/2018 04:00:00,101.5250,0.00,0.00,115.1,1.2,0.00,11.516,97.500
08/06/2018 04:10:00,101.5250,0.00,0.50,115.1,1.2,0.00,11.005,97.500
08/06/2018 04:20:00,101.5250,0.00,0.50,115.1,1.2,0.00,10.271,96.500
08/06/2018 04:30:00,101.5250,0.00,1.01,115.1,1.2,0.00,10.834,96.800
08/06/2018 04:40:00,101.5250,0.00,1.01,115.1,3.7,0.00,10.638,95.800
08/06/2018 04:50:00,101.5250,0.00,0.50,115.1,8.7,0.00,9.780,95.400
08/06/2018 05:00:00,101.5250,0.00,0.50,115.1,16.2,0.00,10.001,96.100
08/06/2018 05:10:00,101.5250,0.00,0.50,115.1,26.2,0.00,9.336,95.500
08/06/2018 05:20:00,101.5250,0.00,0.00,115.1,38.7,0.00,9.089,95.900
08/06/2018 05:30:00,101.5350,0.00,0.50,115.1,48.7,0.00,9.386,96.400
08/06/2018 05:40:00,101.5350,0.00,1.01,115.1,63.7,0.00,9.435,96.200
08/06/2018 05:50:00,101.5350,0.00,1.01,115.1,113.7,0.00,9.780,95.900
08/06/2018 06:00:00,101.5250,0.00,1.01,115.1,128.7,0.00,10.907,95.100
08/06/2018 06:10:00,101.5250,0.00,0.50,115.1,206.2,0.00,11.734,91.100
08/06/2018 06:20:00,101.5250,0.00,0.50,115.1,256.2,0.00,12.025,88.200
08/06/2018 06:30:00,101.5350,0.00,0.50,115.1,288.7,0.00,12.316,87.200
08/06/2018 06:40:00,101.5350,0.00,0.50,115.1,301.2,0.00,12.847,87.700
08/06/2018 06:50:00,101.5450,0.00,0.00,115.1,353.7,0.00,13.882,87.200
08/06/2018 07:00:00,101.5550,0.00,0.50,115.1,401.2,0.00,14.697,84.800
08/06/2018 07:10:00,101.5350,0.00,0.50,115.1,443.7,0.00,15.461,81.800
08/06/2018 07:20:00,101.5450,0.50,1.51,115.1,491.2,0.00,15.939,78.700
08/06/2018 07:30:00,101.5550,0.50,2.01,133.4,538.7,0.00,16.415,76.300
08/06/2018 07:40:00,101.5450,0.50,2.01,162.9,588.7,0.00,16.939,73.800
08/06/2018 07:50:00,101.5450,0.00,1.51,154.4,638.7,0.00,17.701,71.900
08/06/2018 08:00:00,101.5450,0.00,2.01,154.4,688.7,0.00,18.604,69.000
08/06/2018 08:10:00,101.5550,0.00,1.01,154.4,738.7,0.00,19.436,65.000
08/06/2018 08:20:00,101.5450,0.00,1.01,154.4,788.7,0.00,20.365,63.100
08/06/2018 08:30:00,101.5150,0.00,1.51,153.0,838.7,0.00,20.174,60.600
08/06/2018 08:40:00,101.5150,0.00,1.51,153.0,888.7,0.00,20.865,59.500
08/06/2018 08:50:00,101.5250,0.00,1.51,153.0,938.7,0.00,21.509,58.600
08/06/2018 09:00:00,101.5350,0.50,2.01,116.5,981.2,0.00,21.676,55.900
08/06/2018 09:10:00,101.5350,0.50,2.01,71.6,1028.7,0.00,22.106,53.700
08/06/2018 09:20:00,101.5350,0.00,2.01,110.9,1081.2,0.00,22.298,54.300
08/06/2018 09:30:00,101.5450,1.01,2.01,4.2,1111.2,0.00,21.843,55.100
08/06/2018 09:40:00,101.5450,0.50,2.01,22.5,1126.2,0.00,22.369,52.700
08/06/2018 09:50:00,101.5450,0.50,2.01,39.3,1163.7,0.00,23.256,51.400
08/06/2018 10:00:00,101.5450,0.00,1.01,67.4,1218.7,0.00,24.195,49.700
08/06/2018 10:10:00,101.5450,0.00,2.01,67.4,1286.2,0.00,24.315,45.300
08/06/2018 10:20:00,101.5450,0.00,2.01,74.4,1271.2,0.00,24.363,42.000
08/06/2018 10:30:00,101.5550,0.00,1.51,122.1,1353.7,0.00,25.089,43.800
08/06/2018 10:40:00,101.5550,0.00,1.51,60.4,1388.7,0.00,24.895,42.300
08/06/2018 10:50:00,101.5550,0.50,2.01,16.8,1418.7,0.00,25.162,41.300
08/06/2018 11:00:00,101.5550,0.50,2.01,8.4,1453.7,0.00,25.040,42.200
08/06/2018 11:10:00,101.5450,1.01,2.52,33.7,1486.2,0.00,25.162,41.400
08/06/2018 11:20:00,101.5450,0.50,2.52,19.7,1508.7,0.00,26.109,40.900
08/06/2018 11:30:00,101.5450,0.50,2.01,44.9,1543.7,0.00,25.355,39.800
08/06/2018 11:40:00,101.5550,0.50,2.01,327.1,1566.2,0.00,26.304,39.500
08/06/2018 11:50:00,101.5450,0.00,1.51,185.3,1581.2,0.00,26.378,37.100
08/06/2018 12:00:00,101.5550,0.00,1.51,275.2,1603.7,0.00,26.744,38.400
08/06/2018 12:10:00,101.5450,0.50,2.52,210.6,1633.7,0.00,26.622,38.300
08/06/2018 12:20:00,101.5350,1.01,4.53,263.9,1648.7,0.00,24.484,40.100
08/06/2018 12:30:00,101.5450,2.52,5.03,307.5,1656.2,0.00,23.400,56.700
08/06/2018 12:40:00,101.5450,2.52,4.53,317.3,1673.7,0.00,23.352,59.000
08/06/2018 12:50:00,101.5450,2.52,5.03,315.9,1678.7,0.00,22.417,62.200
08/06/2018 13:00:00,101.5450,2.52,4.53,315.9,1688.7,0.00,22.872,64.400
08/06/2018 13:10:00,101.5450,2.52,4.53,317.3,1698.7,0.00,23.040,63.800
08/06/2018 13:20:00,101.5350,2.52,4.53,321.5,1706.2,0.00,23.088,62.700
08/06/2018 13:30:00,101.5350,2.52,4.53,320.1,1716.2,0.00,23.112,63.500
08/06/2018 13:40:00,101.5450,2.01,4.53,315.9,1696.2,0.00,22.992,64.400
08/06/2018 13:50:00,101.5350,2.01,4.53,314.5,1681.2,0.00,23.304,65.000
08/06/2018 14:00:00,101.5450,2.01,4.53,321.5,1668.7,0.00,23.352,64.200
08/06/2018 14:10:00,101.5350,2.01,4.03,329.9,1723.7,0.00,23.954,60.500
08/06/2018 14:20:00,101.5350,2.01,4.03,328.5,1623.7,0.00,23.569,58.700
08/06/2018 14:30:00,101.5350,2.01,5.03,325.7,1453.7,0.00,23.713,59.900
08/06/2018 14:40:00,101.5250,2.01,4.03,325.7,1746.2,0.00,24.267,58.300
08/06/2018 14:50:00,101.5250,2.01,4.03,329.9,1603.7,0.00,23.881,58.200
08/06/2018 15:00:00,101.5250,2.01,4.03,332.7,1453.7,0.00,23.569,57.200
08/06/2018 15:10:00,101.5250,2.01,4.03,349.6,1483.7,0.00,23.545,55.700
08/06/2018 15:20:00,101.5250,2.01,4.03,342.6,1371.2,0.00,23.376,56.300
08/06/2018 15:30:00,101.5150,2.01,4.03,345.4,1331.2,0.00,23.424,55.800
08/06/2018 15:40:00,101.5050,2.01,4.03,352.4,1396.2,0.00,23.665,53.300
08/06/2018 15:50:00,101.5150,2.01,4.03,348.2,1378.7,0.00,23.761,52.400
08/06/2018 16:00:00,101.5050,2.01,3.52,353.8,1218.7,0.00,23.689,52.400
08/06/2018 16:10:00,101.5050,2.01,4.03,352.4,1341.2,0.00,24.291,50.200
08/06/2018 16:20:00,101.4950,2.01,4.03,355.2,1148.7,0.00,23.954,49.500
08/06/2018 16:30:00,101.4950,1.51,3.52,348.2,913.7,0.00,23.737,49.200
08/06/2018 16:40:00,101.4950,2.01,4.53,353.8,843.7,0.00,22.729,50.400
08/06/2018 16:50:00,101.4850,2.01,4.03,349.6,673.7,0.00,22.585,53.100
08/06/2018 17:00:00,101.4750,2.01,4.03,352.4,596.2,0.00,22.154,52.000
08/06/2018 17:10:00,101.4750,2.01,4.03,352.4,551.2,0.00,22.178,51.000
08/06/2018 17:20:00,101.4750,2.01,3.52,355.2,513.7,0.00,21.843,49.700
08/06/2018 17:30:00,101.4650,1.51,4.03,355.2,516.2,0.00,22.011,51.200
08/06/2018 17:40:00,101.4650,1.51,3.52,9.8,538.7,0.00,22.130,49.900
08/06/2018 17:50:00,101.4550,1.51,4.03,2.8,513.7,0.00,22.058,49.400
08/06/2018 18:00:00,101.4550,1.51,3.52,7.0,466.2,0.00,21.963,48.000
08/06/2018 18:10:00,101.4650,1.51,4.53,11.2,458.7,0.00,21.915,48.400
08/06/2018 18:20:00,101.4550,1.51,3.52,8.4,456.2,0.00,21.795,48.600
08/06/2018 18:30:00,101.4450,1.51,4.03,5.6,431.2,0.00,21.748,50.900
08/06/2018 18:40:00,101.4450,1.51,3.02,0.0,413.7,0.00,21.700,51.900
