Site Name ,ST2 1 OV BUND
Site Number ,2
Logger ,Integrating Light Sensor
Logger Serial Number ,50364


Scan No ,Date and Time,       Integrating Light,        ,
6861,04/06/2018 , 06:32:40,2,2
6862,04/06/2018 , 06:42:40,3,3
6863,04/06/2018 , 06:52:40,3,3
6864,04/06/2018 , 07:02:40,3,3
6865,04/06/2018 , 07:12:40,3,3
6866,04/06/2018 , 07:22:40,4,4
6867,04/06/2018 , 07:32:40,4,4
6868,04/06/2018 , 07:42:40,3,3
6869,04/06/2018 , 07:52:40,7,7
6870,04/06/2018 , 08:02:40,8,8
6871,04/06/2018 , 08:12:40,11,11
6872,04/06/2018 , 08:22:40,9,9
6873,04/06/2018 , 08:32:40,15,15
6874,04/06/2018 , 08:42:40,12,12
6875,04/06/2018 , 08:52:40,11,11
6876,04/06/2018 , 09:02:40,14,14
6877,04/06/2018 , 09:12:40,13,13
6878,04/06/2018 , 09:22:40,11,11
6879,04/06/2018 , 09:32:40,10,10
6880,04/06/2018 , 09:42:40,12,12
6881,04/06/2018 , 09:52:40,14,14
6882,04/06/2018 , 10:02:40,20,20
6883,04/06/2018 , 10:12:40,16,16
6884,04/06/2018 , 10:22:40,14,14
6885,04/06/2018 , 10:32:40,19,19
6886,04/06/2018 , 10:42:40,14,14
6887,04/06/2018 , 10:52:40,13,13
6888,04/06/2018 , 11:02:40,12,12
6889,04/06/2018 , 11:12:40,11,11
6890,04/06/2018 , 11:22:40,13,13
6891,04/06/2018 , 11:32:40,18,18
6892,04/06/2018 , 11:42:40,16,16
6893,04/06/2018 , 11:52:40,17,17
6894,04/06/2018 , 12:02:40,21,21
6895,04/06/2018 , 12:12:40,18,18
6896,04/06/2018 , 12:22:40,26,26
6897,04/06/2018 , 12:32:40,28,28
6898,04/06/2018 , 12:42:40,13,13
6899,04/06/2018 , 12:52:40,12,12
6900,04/06/2018 , 13:02:40,14,14
6901,04/06/2018 , 13:12:40,18,18
6902,04/06/2018 , 13:22:40,21,21
6903,04/06/2018 , 13:32:40,21,21
6904,04/06/2018 , 13:42:40,18,18
6905,04/06/2018 , 13:52:40,16,16
6906,04/06/2018 , 14:02:40,12,12
6907,04/06/2018 , 14:12:40,14,14
6908,04/06/2018 , 14:22:40,24,24
6909,04/06/2018 , 14:32:40,18,18
6910,04/06/2018 , 14:42:40,20,20
6911,04/06/2018 , 14:52:40,22,22
6912,04/06/2018 , 15:02:40,20,20
6913,04/06/2018 , 15:12:40,20,20
6914,04/06/2018 , 15:22:40,20,20
6915,04/06/2018 , 15:32:40,17,17
6916,04/06/2018 , 15:42:40,29,29
6917,04/06/2018 , 15:52:40,36,36
6918,04/06/2018 , 16:02:40,36,36
6919,04/06/2018 , 16:12:40,27,27
6920,04/06/2018 , 16:22:40,22,22
6921,04/06/2018 , 16:32:40,32,32
6922,04/06/2018 , 16:42:40,36,36
6923,04/06/2018 , 16:52:40,27,27
6924,04/06/2018 , 17:02:40,31,31
6925,04/06/2018 , 17:12:40,30,30
6926,04/06/2018 , 17:22:40,31,31
6927,04/06/2018 , 17:32:40,27,27
6928,04/06/2018 , 17:42:40,29,29
6929,04/06/2018 , 17:52:40,19,19
6930,04/06/2018 , 18:02:40,21,21
6931,04/06/2018 , 18:12:40,15,15
6932,04/06/2018 , 18:22:40,16,16
6933,04/06/2018 , 18:32:40,17,17
6934,04/06/2018 , 18:42:40,17,17
6935,04/06/2018 , 18:52:40,8,8
6936,04/06/2018 , 19:02:40,12,12
6937,04/06/2018 , 19:12:40,14,14
6938,04/06/2018 , 19:22:40,9,9
6939,04/06/2018 , 19:32:40,7,7
6940,04/06/2018 , 19:42:40,5,5
6941,04/06/2018 , 19:52:40,4,4
6942,04/06/2018 , 20:02:40,6,6
6943,04/06/2018 , 20:12:40,6,6
6944,04/06/2018 , 20:22:40,3,3
6945,04/06/2018 , 20:32:40,4,4
6946,04/06/2018 , 20:42:40,2,2
6947,04/06/2018 , 20:52:40,1,1
6948,04/06/2018 , 21:02:40,1,1
6949,04/06/2018 , 21:12:40,0,0
6950,04/06/2018 , 21:22:40,0,0
6951,04/06/2018 , 21:32:40,0,0
6952,04/06/2018 , 21:42:40,0,0
6953,04/06/2018 , 21:52:40,0,0
6954,04/06/2018 , 22:02:40,0,0
6955,04/06/2018 , 22:12:40,0,0
6956,04/06/2018 , 22:22:40,0,0
6957,04/06/2018 , 22:32:40,0,0
6958,04/06/2018 , 22:42:40,0,0
6959,04/06/2018 , 22:52:40,0,0
6960,04/06/2018 , 23:02:40,0,0
6961,04/06/2018 , 23:12:40,0,0
6962,04/06/2018 , 23:22:40,0,0
6963,04/06/2018 , 23:32:40,0,0
6964,04/06/2018 , 23:42:40,0,0
6965,04/06/2018 , 23:52:40,0,0
6966,05/06/2018 , 00:02:40,0,0
6967,05/06/2018 , 00:12:40,0,0
6968,05/06/2018 , 00:22:40,0,0
6969,05/06/2018 , 00:32:40,0,0
6970,05/06/2018 , 00:42:40,0,0
6971,05/06/2018 , 00:52:40,0,0
6972,05/06/2018 , 01:02:40,0,0
6973,05/06/2018 , 01:12:40,0,0
6974,05/06/2018 , 01:22:40,0,0
6975,05/06/2018 , 01:32:40,0,0
6976,05/06/2018 , 01:42:40,0,0
6977,05/06/2018 , 01:52:40,0,0
6978,05/06/2018 , 02:02:40,0,0
6979,05/06/2018 , 02:12:40,0,0
6980,05/06/2018 , 02:22:40,0,0
6981,05/06/2018 , 02:32:40,0,0
6982,05/06/2018 , 02:42:40,0,0
6983,05/06/2018 , 02:52:40,0,0
6984,05/06/2018 , 03:02:40,0,0
6985,05/06/2018 , 03:12:40,0,0
6986,05/06/2018 , 03:22:40,0,0
6987,05/06/2018 , 03:32:40,0,0
6988,05/06/2018 , 03:42:40,0,0
6989,05/06/2018 , 03:52:40,0,0
6990,05/06/2018 , 04:02:40,0,0
6991,05/06/2018 , 04:12:40,0,0
6992,05/06/2018 , 04:22:40,0,0
6993,05/06/2018 , 04:32:40,0,0
6994,05/06/2018 , 04:42:40,0,0
6995,05/06/2018 , 04:52:40,0,0
6996,05/06/2018 , 05:02:40,0,0
6997,05/06/2018 , 05:12:40,0,0
6998,05/06/2018 , 05:22:40,0,0
6999,05/06/2018 , 05:32:40,0,0
7000,05/06/2018 , 05:42:40,1,1
7001,05/06/2018 , 05:52:40,3,3
7002,05/06/2018 , 06:02:40,4,4
7003,05/06/2018 , 06:12:40,5,5
7004,05/06/2018 , 06:22:40,6,6
7005,05/06/2018 , 06:32:40,7,7
7006,05/06/2018 , 06:42:40,8,8
7007,05/06/2018 , 06:52:40,10,10
7008,05/06/2018 , 07:02:40,11,11
7009,05/06/2018 , 07:12:40,13,13
7010,05/06/2018 , 07:22:40,14,14
7011,05/06/2018 , 07:32:40,18,18
7012,05/06/2018 , 07:42:40,25,25
7013,05/06/2018 , 07:52:40,17,17
7014,05/06/2018 , 08:02:40,17,17
7015,05/06/2018 , 08:12:40,31,31
7016,05/06/2018 , 08:22:40,26,26
7017,05/06/2018 , 08:32:40,32,32
7018,05/06/2018 , 08:42:40,38,38
7019,05/06/2018 , 08:52:40,41,41
7020,05/06/2018 , 09:02:40,44,44
7021,05/06/2018 , 09:12:40,49,49
7022,05/06/2018 , 09:22:40,61,61
7023,05/06/2018 , 09:32:40,63,63
7024,05/06/2018 , 09:42:40,28,28
7025,05/06/2018 , 09:52:40,47,47
7026,05/06/2018 , 10:02:40,88,88
7027,05/06/2018 , 10:12:40,49,49
7028,05/06/2018 , 10:22:40,66,66
7029,05/06/2018 , 10:32:40,77,77
7030,05/06/2018 , 10:42:40,68,68
7031,05/06/2018 , 10:52:40,90,90
7032,05/06/2018 , 11:02:40,76,76
7033,05/06/2018 , 11:12:40,63,63
7034,05/06/2018 , 11:22:40,110,110
7035,05/06/2018 , 11:32:40,103,103
7036,05/06/2018 , 11:42:40,113,113
7037,05/06/2018 , 11:52:40,125,125
7038,05/06/2018 , 12:02:40,57,57
7039,05/06/2018 , 12:12:40,124,124
7040,05/06/2018 , 12:22:40,113,113
7041,05/06/2018 , 12:32:40,136,136
7042,05/06/2018 , 12:42:40,133,133
7043,05/06/2018 , 12:52:40,138,138
7044,05/06/2018 , 13:02:40,135,135
7045,05/06/2018 , 13:12:40,132,132
7046,05/06/2018 , 13:22:40,131,131
7047,05/06/2018 , 13:32:40,133,133
7048,05/06/2018 , 13:42:40,134,134
7049,05/06/2018 , 13:52:40,135,135
7050,05/06/2018 , 14:02:40,136,136
7051,05/06/2018 , 14:12:40,136,136
7052,05/06/2018 , 14:22:40,140,140
7053,05/06/2018 , 14:32:40,142,142
7054,05/06/2018 , 14:42:40,141,141
7055,05/06/2018 , 14:52:40,142,142
7056,05/06/2018 , 15:02:40,141,141
7057,05/06/2018 , 15:12:40,140,140
7058,05/06/2018 , 15:22:40,139,139
7059,05/06/2018 , 15:32:40,138,138
7060,05/06/2018 , 15:42:40,134,134
7061,05/06/2018 , 15:52:40,131,131
7062,05/06/2018 , 16:02:40,128,128
7063,05/06/2018 , 16:12:40,122,122
7064,05/06/2018 , 16:22:40,119,119
7065,05/06/2018 , 16:32:40,115,115
7066,05/06/2018 , 16:42:40,110,110
7067,05/06/2018 , 16:52:40,109,109
7068,05/06/2018 , 17:02:40,104,104
7069,05/06/2018 , 17:12:40,99,99
7070,05/06/2018 , 17:22:40,97,97
7071,05/06/2018 , 17:32:40,91,91
7072,05/06/2018 , 17:42:40,86,86
7073,05/06/2018 , 17:52:40,80,80
7074,05/06/2018 , 18:02:40,75,75
7075,05/06/2018 , 18:12:40,72,72
7076,05/06/2018 , 18:22:40,65,65
7077,05/06/2018 , 18:32:40,61,61
7078,05/06/2018 , 18:42:40,55,55
7079,05/06/2018 , 18:52:40,50,50
7080,05/06/2018 , 19:02:40,45,45
7081,05/06/2018 , 19:12:40,40,40
7082,05/06/2018 , 19:22:40,36,36
7083,05/06/2018 , 19:32:40,32,32
7084,05/06/2018 , 19:42:40,28,28
7085,05/06/2018 , 19:52:40,24,24
7086,05/06/2018 , 20:02:40,20,20
7087,05/06/2018 , 20:12:40,16,16
7088,05/06/2018 , 20:22:40,14,14
7089,05/06/2018 , 20:32:40,12,12
7090,05/06/2018 , 20:42:40,10,10
7091,05/06/2018 , 20:52:40,8,8
7092,05/06/2018 , 21:02:40,6,6
7093,05/06/2018 , 21:12:40,4,4
7094,05/06/2018 , 21:22:40,3,3
7095,05/06/2018 , 21:32:40,1,1
7096,05/06/2018 , 21:42:40,0,0
7097,05/06/2018 , 21:52:40,0,0
7098,05/06/2018 , 22:02:40,0,0
7099,05/06/2018 , 22:12:40,0,0
7100,05/06/2018 , 22:22:40,0,0
7101,05/06/2018 , 22:32:40,0,0
7102,05/06/2018 , 22:42:40,0,0
7103,05/06/2018 , 22:52:40,0,0
7104,05/06/2018 , 23:02:40,0,0
7105,05/06/2018 , 23:12:40,0,0
7106,05/06/2018 , 23:22:40,0,0
7107,05/06/2018 , 23:32:40,0,0
7108,05/06/2018 , 23:42:40,0,0
7109,05/06/2018 , 23:52:40,0,0
7110,06/06/2018 , 00:02:40,0,0
7111,06/06/2018 , 00:12:40,0,0
7112,06/06/2018 , 00:22:40,0,0
7113,06/06/2018 , 00:32:40,0,0
7114,06/06/2018 , 00:42:40,0,0
7115,06/06/2018 , 00:52:40,0,0
7116,06/06/2018 , 01:02:40,0,0
7117,06/06/2018 , 01:12:40,0,0
7118,06/06/2018 , 01:22:40,0,0
7119,06/06/2018 , 01:32:40,0,0
7120,06/06/2018 , 01:42:40,0,0
7121,06/06/2018 , 01:52:40,0,0
7122,06/06/2018 , 02:02:40,0,0
7123,06/06/2018 , 02:12:40,0,0
7124,06/06/2018 , 02:22:40,0,0
7125,06/06/2018 , 02:32:40,0,0
7126,06/06/2018 , 02:42:40,0,0
7127,06/06/2018 , 02:52:40,0,0
7128,06/06/2018 , 03:02:40,0,0
7129,06/06/2018 , 03:12:40,0,0
7130,06/06/2018 , 03:22:40,0,0
7131,06/06/2018 , 03:32:40,0,0
7132,06/06/2018 , 03:42:40,0,0
7133,06/06/2018 , 03:52:40,0,0
7134,06/06/2018 , 04:02:40,0,0
7135,06/06/2018 , 04:12:40,0,0
7136,06/06/2018 , 04:22:40,0,0
7137,06/06/2018 , 04:32:40,0,0
7138,06/06/2018 , 04:42:40,0,0
7139,06/06/2018 , 04:52:40,0,0
7140,06/06/2018 , 05:02:40,0,0
7141,06/06/2018 , 05:12:40,0,0
7142,06/06/2018 , 05:22:40,0,0
7143,06/06/2018 , 05:32:40,0,0
7144,06/06/2018 , 05:42:40,2,2
7145,06/06/2018 , 05:52:40,1,1
7146,06/06/2018 , 06:02:40,2,2
7147,06/06/2018 , 06:12:40,5,5
7148,06/06/2018 , 06:22:40,7,7
7149,06/06/2018 , 06:32:40,11,11
7150,06/06/2018 , 06:42:40,12,12
7151,06/06/2018 , 06:52:40,17,17
7152,06/06/2018 , 07:02:40,20,20
7153,06/06/2018 , 07:12:40,23,23
7154,06/06/2018 , 07:22:40,28,28
7155,06/06/2018 , 07:32:40,31,31
7156,06/06/2018 , 07:42:40,34,34
7157,06/06/2018 , 07:52:40,36,36
7158,06/06/2018 , 08:02:40,39,39
7159,06/06/2018 , 08:12:40,40,40
7160,06/06/2018 , 08:22:40,43,43
7161,06/06/2018 , 08:32:40,48,48
7162,06/06/2018 , 08:42:40,51,51
7163,06/06/2018 , 08:52:40,54,54
7164,06/06/2018 , 09:02:40,55,55
7165,06/06/2018 , 09:12:40,61,61
7166,06/06/2018 , 09:22:40,63,63
7167,06/06/2018 , 09:32:40,66,66
7168,06/06/2018 , 09:42:40,68,68
7169,06/06/2018 , 09:52:40,72,72
7170,06/06/2018 , 10:02:40,73,73
7171,06/06/2018 , 10:12:40,77,77
7172,06/06/2018 , 10:22:40,81,81
7173,06/06/2018 , 10:32:40,83,83
7174,06/06/2018 , 10:42:40,87,87
7175,06/06/2018 , 10:52:40,89,89
7176,06/06/2018 , 11:02:40,96,96
7177,06/06/2018 , 11:12:40,98,98
7178,06/06/2018 , 11:22:40,107,107
7179,06/06/2018 , 11:32:40,106,106
7180,06/06/2018 , 11:42:40,109,109
7181,06/06/2018 , 11:52:40,109,109
7182,06/06/2018 , 12:02:40,112,112
7183,06/06/2018 , 12:12:40,114,114
7184,06/06/2018 , 12:22:40,119,119
7185,06/06/2018 , 12:32:40,121,121
7186,06/06/2018 , 12:42:40,122,122
7187,06/06/2018 , 12:52:40,130,130
7188,06/06/2018 , 13:02:40,133,133
7189,06/06/2018 , 13:12:40,136,136
7190,06/06/2018 , 13:22:40,141,141
7191,06/06/2018 , 13:32:40,137,137
7192,06/06/2018 , 13:42:40,136,136
7193,06/06/2018 , 13:52:40,135,135
7194,06/06/2018 , 14:02:40,137,137
7195,06/06/2018 , 14:12:40,142,142
7196,06/06/2018 , 14:22:40,138,138
7197,06/06/2018 , 14:32:40,141,141
7198,06/06/2018 , 14:42:40,133,133
7199,06/06/2018 , 14:52:40,137,137
7200,06/06/2018 , 15:02:40,135,135
7201,06/06/2018 , 15:12:40,134,134
7202,06/06/2018 , 15:22:40,127,127
7203,06/06/2018 , 15:32:40,126,126
7204,06/06/2018 , 15:42:40,133,133
7205,06/06/2018 , 15:52:40,134,134
7206,06/06/2018 , 16:02:40,152,152
7207,06/06/2018 , 16:12:40,144,144
7208,06/06/2018 , 16:22:40,127,127
7209,06/06/2018 , 16:32:40,145,145
7210,06/06/2018 , 16:42:40,140,140
7211,06/06/2018 , 16:52:40,98,98
7212,06/06/2018 , 17:02:40,446,446
7213,06/06/2018 , 17:12:40,101,101
7214,06/06/2018 , 17:22:40,44,44
7215,06/06/2018 , 17:32:40,56,56
7216,06/06/2018 , 17:42:40,34,34
7217,06/06/2018 , 17:52:40,33,33
7218,06/06/2018 , 18:02:40,86,86
7219,06/06/2018 , 18:12:40,85,85
7220,06/06/2018 , 18:22:40,78,78
7221,06/06/2018 , 18:32:40,73,73
7222,06/06/2018 , 18:42:40,71,71
7223,06/06/2018 , 18:52:40,67,67
7224,06/06/2018 , 19:02:40,59,59
7225,06/06/2018 , 19:12:40,53,53
7226,06/06/2018 , 19:22:40,47,47
7227,06/06/2018 , 19:32:40,41,41
7228,06/06/2018 , 19:42:40,36,36
7229,06/06/2018 , 19:52:40,27,27
7230,06/06/2018 , 20:02:40,28,28
7231,06/06/2018 , 20:12:40,25,25
7232,06/06/2018 , 20:22:40,20,20
7233,06/06/2018 , 20:32:40,17,17
7234,06/06/2018 , 20:42:40,14,14
7235,06/06/2018 , 20:52:40,10,10
7236,06/06/2018 , 21:02:40,8,8
7237,06/06/2018 , 21:12:40,5,5
7238,06/06/2018 , 21:22:40,2,2
7239,06/06/2018 , 21:32:40,0,0
7240,06/06/2018 , 21:42:40,0,0
7241,06/06/2018 , 21:52:40,0,0
7242,06/06/2018 , 22:02:40,0,0
7243,06/06/2018 , 22:12:40,0,0
7244,06/06/2018 , 22:22:40,0,0
7245,06/06/2018 , 22:32:40,0,0
7246,06/06/2018 , 22:42:40,0,0
7247,06/06/2018 , 22:52:40,0,0
7248,06/06/2018 , 23:02:40,0,0
7249,06/06/2018 , 23:12:40,0,0
7250,06/06/2018 , 23:22:40,0,0
7251,06/06/2018 , 23:32:40,0,0
7252,06/06/2018 , 23:42:40,0,0
7253,06/06/2018 , 23:52:40,0,0
7254,07/06/2018 , 00:02:40,0,0
7255,07/06/2018 , 00:12:40,0,0
7256,07/06/2018 , 00:22:40,0,0
7257,07/06/2018 , 00:32:40,0,0
7258,07/06/2018 , 00:42:40,0,0
7259,07/06/2018 , 00:52:40,0,0
7260,07/06/2018 , 01:02:40,0,0
7261,07/06/2018 , 01:12:40,0,0
7262,07/06/2018 , 01:22:40,0,0
7263,07/06/2018 , 01:32:40,0,0
7264,07/06/2018 , 01:42:40,0,0
7265,07/06/2018 , 01:52:40,0,0
7266,07/06/2018 , 02:02:40,0,0
7267,07/06/2018 , 02:12:40,0,0
7268,07/06/2018 , 02:22:40,0,0
7269,07/06/2018 , 02:32:40,0,0
7270,07/06/2018 , 02:42:40,0,0
7271,07/06/2018 , 02:52:40,0,0
7272,07/06/2018 , 03:02:40,0,0
7273,07/06/2018 , 03:12:40,0,0
7274,07/06/2018 , 03:22:40,0,0
7275,07/06/2018 , 03:32:40,0,0
7276,07/06/2018 , 03:42:40,0,0
7277,07/06/2018 , 03:52:40,0,0
7278,07/06/2018 , 04:02:40,0,0
7279,07/06/2018 , 04:12:40,0,0
7280,07/06/2018 , 04:22:40,0,0
7281,07/06/2018 , 04:32:40,0,0
7282,07/06/2018 , 04:42:40,0,0
7283,07/06/2018 , 04:52:40,0,0
7284,07/06/2018 , 05:02:40,0,0
7285,07/06/2018 , 05:12:40,0,0
7286,07/06/2018 , 05:22:40,0,0
7287,07/06/2018 , 05:32:40,3,3
7288,07/06/2018 , 05:42:40,4,4
7289,07/06/2018 , 05:52:40,6,6
7290,07/06/2018 , 06:02:40,7,7
7291,07/06/2018 , 06:12:40,8,8
7292,07/06/2018 , 06:22:40,14,14
7293,07/06/2018 , 06:32:40,18,18
7294,07/06/2018 , 06:42:40,19,19
7295,07/06/2018 , 06:52:40,21,21
7296,07/06/2018 , 07:02:40,21,21
7297,07/06/2018 , 07:12:40,21,21
7298,07/06/2018 , 07:22:40,23,23
7299,07/06/2018 , 07:32:40,27,27
7300,07/06/2018 , 07:42:40,29,29
7301,07/06/2018 , 07:52:40,33,33
7302,07/06/2018 , 08:02:40,37,37
7303,07/06/2018 , 08:12:40,41,41
7304,07/06/2018 , 08:22:40,44,44
7305,07/06/2018 , 08:32:40,46,46
7306,07/06/2018 , 08:42:40,51,51
7307,07/06/2018 , 08:52:40,60,60
7308,07/06/2018 , 09:02:40,66,66
7309,07/06/2018 , 09:12:40,73,73
7310,07/06/2018 , 09:22:40,74,74
7311,07/06/2018 , 09:32:40,74,74
7312,07/06/2018 , 09:42:40,78,78
7313,07/06/2018 , 09:52:40,80,80
7314,07/06/2018 , 10:02:40,82,82
7315,07/06/2018 , 10:12:40,85,85
7316,07/06/2018 , 10:22:40,98,98
7317,07/06/2018 , 10:32:40,102,102
7318,07/06/2018 , 10:42:40,110,110
7319,07/06/2018 , 10:52:40,120,120
7320,07/06/2018 , 11:02:40,123,123
7321,07/06/2018 , 11:12:40,133,133
7322,07/06/2018 , 11:22:40,138,138
7323,07/06/2018 , 11:32:40,151,151
7324,07/06/2018 , 11:42:40,158,158
7325,07/06/2018 , 11:52:40,167,167
7326,07/06/2018 , 12:02:40,182,182
7327,07/06/2018 , 12:12:40,187,187
7328,07/06/2018 , 12:22:40,189,189
7329,07/06/2018 , 12:32:40,198,198
7330,07/06/2018 , 12:42:40,197,197
7331,07/06/2018 , 12:52:40,192,192
7332,07/06/2018 , 13:02:40,193,193
7333,07/06/2018 , 13:12:40,191,191
7334,07/06/2018 , 13:22:40,190,190
7335,07/06/2018 , 13:32:40,195,195
7336,07/06/2018 , 13:42:40,184,184
7337,07/06/2018 , 13:52:40,178,178
7338,07/06/2018 , 14:02:40,193,193
7339,07/06/2018 , 14:12:40,197,197
7340,07/06/2018 , 14:22:40,197,197
7341,07/06/2018 , 14:32:40,201,201
7342,07/06/2018 , 14:42:40,198,198
7343,07/06/2018 , 14:52:40,190,190
7344,07/06/2018 , 15:02:40,193,193
7345,07/06/2018 , 15:12:40,194,194
7346,07/06/2018 , 15:22:40,190,190
7347,07/06/2018 , 15:32:40,186,186
7348,07/06/2018 , 15:42:40,184,184
7349,07/06/2018 , 15:52:40,178,178
7350,07/06/2018 , 16:02:40,178,178
7351,07/06/2018 , 16:12:40,169,169
7352,07/06/2018 , 16:22:40,166,166
7353,07/06/2018 , 16:32:40,162,162
7354,07/06/2018 , 16:42:40,152,152
7355,07/06/2018 , 16:52:40,155,155
7356,07/06/2018 , 17:02:40,151,151
7357,07/06/2018 , 17:12:40,147,147
7358,07/06/2018 , 17:22:40,142,142
7359,07/06/2018 , 17:32:40,135,135
7360,07/06/2018 , 17:42:40,129,129
7361,07/06/2018 , 17:52:40,123,123
7362,07/06/2018 , 18:02:40,116,116
7363,07/06/2018 , 18:12:40,108,108
7364,07/06/2018 , 18:22:40,100,100
7365,07/06/2018 , 18:32:40,90,90
7366,07/06/2018 , 18:42:40,81,81
7367,07/06/2018 , 18:52:40,73,73
7368,07/06/2018 , 19:02:40,66,66
7369,07/06/2018 , 19:12:40,60,60
7370,07/06/2018 , 19:22:40,55,55
7371,07/06/2018 , 19:32:40,49,49
7372,07/06/2018 , 19:42:40,44,44
7373,07/06/2018 , 19:52:40,38,38
7374,07/06/2018 , 20:02:40,35,35
7375,07/06/2018 , 20:12:40,29,29
7376,07/06/2018 , 20:22:40,26,26
7377,07/06/2018 , 20:32:40,22,22
7378,07/06/2018 , 20:42:40,18,18
7379,07/06/2018 , 20:52:40,14,14
7380,07/06/2018 , 21:02:40,12,12
7381,07/06/2018 , 21:12:40,8,8
7382,07/06/2018 , 21:22:40,6,6
7383,07/06/2018 , 21:32:40,4,4
7384,07/06/2018 , 21:42:40,2,2
7385,07/06/2018 , 21:52:40,0,0
7386,07/06/2018 , 22:02:40,0,0
7387,07/06/2018 , 22:12:40,0,0
7388,07/06/2018 , 22:22:40,0,0
7389,07/06/2018 , 22:32:40,0,0
7390,07/06/2018 , 22:42:40,0,0
7391,07/06/2018 , 22:52:40,0,0
7392,07/06/2018 , 23:02:40,0,0
7393,07/06/2018 , 23:12:40,0,0
7394,07/06/2018 , 23:22:40,0,0
7395,07/06/2018 , 23:32:40,0,0
7396,07/06/2018 , 23:42:40,0,0
7397,07/06/2018 , 23:52:40,0,0
7398,08/06/2018 , 00:02:40,0,0
7399,08/06/2018 , 00:12:40,0,0
7400,08/06/2018 , 00:22:40,0,0
7401,08/06/2018 , 00:32:40,0,0
7402,08/06/2018 , 00:42:40,0,0
7403,08/06/2018 , 00:52:40,0,0
7404,08/06/2018 , 01:02:40,0,0
7405,08/06/2018 , 01:12:40,0,0
7406,08/06/2018 , 01:22:40,0,0
7407,08/06/2018 , 01:32:40,0,0
7408,08/06/2018 , 01:42:40,0,0
7409,08/06/2018 , 01:52:40,0,0
7410,08/06/2018 , 02:02:40,0,0
7411,08/06/2018 , 02:12:40,0,0
7412,08/06/2018 , 02:22:40,0,0
7413,08/06/2018 , 02:32:40,0,0
7414,08/06/2018 , 02:42:40,0,0
7415,08/06/2018 , 02:52:40,0,0
7416,08/06/2018 , 03:02:40,0,0
7417,08/06/2018 , 03:12:40,0,0
7418,08/06/2018 , 03:22:40,0,0
7419,08/06/2018 , 03:32:40,0,0
7420,08/06/2018 , 03:42:40,0,0
7421,08/06/2018 , 03:52:40,0,0
7422,08/06/2018 , 04:02:40,0,0
7423,08/06/2018 , 04:12:40,0,0
7424,08/06/2018 , 04:22:40,0,0
7425,08/06/2018 , 04:32:40,0,0
7426,08/06/2018 , 04:42:40,0,0
7427,08/06/2018 , 04:52:40,0,0
7428,08/06/2018 , 05:02:40,0,0
7429,08/06/2018 , 05:12:40,0,0
7430,08/06/2018 , 05:22:40,2,2
7431,08/06/2018 , 05:32:40,4,4
7432,08/06/2018 , 05:42:40,5,5
7433,08/06/2018 , 05:52:40,8,8
7434,08/06/2018 , 06:02:40,11,11
7435,08/06/2018 , 06:12:40,13,13
7436,08/06/2018 , 06:22:40,16,16
7437,08/06/2018 , 06:32:40,20,20
7438,08/06/2018 , 06:42:40,23,23
7439,08/06/2018 , 06:52:40,27,27
7440,08/06/2018 , 07:02:40,31,31
7441,08/06/2018 , 07:12:40,34,34
7442,08/06/2018 , 07:22:40,38,38
7443,08/06/2018 , 07:32:40,41,41
7444,08/06/2018 , 07:42:40,45,45
7445,08/06/2018 , 07:52:40,51,51
7446,08/06/2018 , 08:02:40,58,58
7447,08/06/2018 , 08:12:40,65,65
7448,08/06/2018 , 08:22:40,74,74
7449,08/06/2018 , 08:32:40,85,85
7450,08/06/2018 , 08:42:40,94,94
7451,08/06/2018 , 08:52:40,102,102
7452,08/06/2018 , 09:02:40,109,109
7453,08/06/2018 , 09:12:40,115,115
7454,08/06/2018 , 09:22:40,116,116
7455,08/06/2018 , 09:32:40,119,119
7456,08/06/2018 , 09:42:40,123,123
7457,08/06/2018 , 09:52:40,122,122
7458,08/06/2018 , 10:02:40,139,139
7459,08/06/2018 , 10:12:40,148,148
7460,08/06/2018 , 10:22:40,150,150
7461,08/06/2018 , 10:32:40,164,164
7462,08/06/2018 , 10:42:40,175,175
7463,08/06/2018 , 10:52:40,180,180
7464,08/06/2018 , 11:02:40,191,191
7465,08/06/2018 , 11:12:40,204,204
7466,08/06/2018 , 11:22:40,221,221
7467,08/06/2018 , 11:32:40,227,227
7468,08/06/2018 , 11:42:40,228,228
7469,08/06/2018 , 11:52:40,236,236
7470,08/06/2018 , 12:02:40,250,250
7471,08/06/2018 , 12:12:40,256,256
7472,08/06/2018 , 12:22:40,292,292
7473,08/06/2018 , 12:32:40,315,315
7474,08/06/2018 , 12:42:40,327,327
7475,08/06/2018 , 12:52:40,329,329
7476,08/06/2018 , 13:02:40,318,318
7477,08/06/2018 , 13:12:40,313,313
7478,08/06/2018 , 13:22:40,308,308
7479,08/06/2018 , 13:32:40,301,301
7480,08/06/2018 , 13:42:40,286,286
7481,08/06/2018 , 13:52:40,282,282
7482,08/06/2018 , 14:02:40,279,279
7483,08/06/2018 , 14:12:40,302,302
7484,08/06/2018 , 14:22:40,259,259
7485,08/06/2018 , 14:32:40,289,289
7486,08/06/2018 , 14:42:40,312,312
7487,08/06/2018 , 14:52:40,267,267
7488,08/06/2018 , 15:02:40,267,267
7489,08/06/2018 , 15:12:40,229,229
7490,08/06/2018 , 15:22:40,226,226
7491,08/06/2018 , 15:32:40,232,232
7492,08/06/2018 , 15:42:40,245,245
