Site Name ,ST2 1 OV BUND
Site Number ,2
Logger ,Integrating Light Sensor
Logger Serial Number ,50364


Scan No ,Date and Time,       Integrating Light,        ,
112,18/04/2018 , 09:42:40,286,286
113,18/04/2018 , 09:52:40,309,309
114,18/04/2018 , 10:02:40,322,322
115,18/04/2018 , 10:12:40,356,356
116,18/04/2018 , 10:22:40,367,367
117,18/04/2018 , 10:32:40,390,390
118,18/04/2018 , 10:42:40,387,387
119,18/04/2018 , 10:52:40,369,369
120,18/04/2018 , 11:02:40,416,416
121,18/04/2018 , 11:12:40,466,466
122,18/04/2018 , 11:22:40,478,478
123,18/04/2018 , 11:32:40,489,489
124,18/04/2018 , 11:42:40,493,493
125,18/04/2018 , 11:52:40,502,502
126,18/04/2018 , 12:02:40,502,502
127,18/04/2018 , 12:12:40,379,379
128,18/04/2018 , 12:22:40,430,430
129,18/04/2018 , 12:32:40,495,495
130,18/04/2018 , 12:42:40,278,278
131,18/04/2018 , 12:52:40,208,208
132,18/04/2018 , 13:02:40,175,175
133,18/04/2018 , 13:12:40,169,169
134,18/04/2018 , 13:22:40,171,171
135,18/04/2018 , 13:32:40,173,173
136,18/04/2018 , 13:42:40,195,195
137,18/04/2018 , 13:52:40,234,234
138,18/04/2018 , 14:02:40,239,239
139,18/04/2018 , 14:12:40,260,260
140,18/04/2018 , 14:22:40,305,305
141,18/04/2018 , 14:32:40,384,384
142,18/04/2018 , 14:42:40,415,415
143,18/04/2018 , 14:52:40,450,450
144,18/04/2018 , 15:02:40,442,442
145,18/04/2018 , 15:12:40,408,408
146,18/04/2018 , 15:22:40,372,372
147,18/04/2018 , 15:32:40,379,379
148,18/04/2018 , 15:42:40,375,375
149,18/04/2018 , 15:52:40,367,367
150,18/04/2018 , 16:02:40,342,342
151,18/04/2018 , 16:12:40,329,329
152,18/04/2018 , 16:22:40,319,319
153,18/04/2018 , 16:32:40,312,312
154,18/04/2018 , 16:42:40,304,304
155,18/04/2018 , 16:52:40,279,279
156,18/04/2018 , 17:02:40,268,268
157,18/04/2018 , 17:12:40,253,253
158,18/04/2018 , 17:22:40,241,241
159,18/04/2018 , 17:32:40,243,243
160,18/04/2018 , 17:42:40,230,230
161,18/04/2018 , 17:52:40,214,214
162,18/04/2018 , 18:02:40,198,198
163,18/04/2018 , 18:12:40,179,179
164,18/04/2018 , 18:22:40,161,161
165,18/04/2018 , 18:32:40,149,149
166,18/04/2018 , 18:42:40,132,132
167,18/04/2018 , 18:52:40,115,115
168,18/04/2018 , 19:02:40,103,103
169,18/04/2018 , 19:12:40,91,91
170,18/04/2018 , 19:22:40,79,79
171,18/04/2018 , 19:32:40,66,66
172,18/04/2018 , 19:42:40,53,53
173,18/04/2018 , 19:52:40,41,41
174,18/04/2018 , 20:02:40,30,30
175,18/04/2018 , 20:12:40,22,22
176,18/04/2018 , 20:22:40,14,14
177,18/04/2018 , 20:32:40,8,8
178,18/04/2018 , 20:42:40,3,3
179,18/04/2018 , 20:52:40,1,1
180,18/04/2018 , 21:02:40,0,0
181,18/04/2018 , 21:12:40,0,0
182,18/04/2018 , 21:22:40,0,0
183,18/04/2018 , 21:32:40,0,0
184,18/04/2018 , 21:42:40,0,0
185,18/04/2018 , 21:52:40,0,0
186,18/04/2018 , 22:02:40,0,0
187,18/04/2018 , 22:12:40,0,0
188,18/04/2018 , 22:22:40,0,0
189,18/04/2018 , 22:32:40,0,0
190,18/04/2018 , 22:42:40,0,0
191,18/04/2018 , 22:52:40,0,0
192,18/04/2018 , 23:02:40,0,0
193,18/04/2018 , 23:12:40,0,0
194,18/04/2018 , 23:22:40,0,0
195,18/04/2018 , 23:32:40,0,0
196,18/04/2018 , 23:42:40,0,0
197,18/04/2018 , 23:52:40,0,0
198,19/04/2018 , 00:02:40,0,0
199,19/04/2018 , 00:12:40,0,0
200,19/04/2018 , 00:22:40,0,0
201,19/04/2018 , 00:32:40,0,0
202,19/04/2018 , 00:42:40,0,0
203,19/04/2018 , 00:52:40,0,0
204,19/04/2018 , 01:02:40,0,0
205,19/04/2018 , 01:12:40,0,0
206,19/04/2018 , 01:22:40,0,0
207,19/04/2018 , 01:32:40,0,0
208,19/04/2018 , 01:42:40,0,0
209,19/04/2018 , 01:52:40,0,0
210,19/04/2018 , 02:02:40,0,0
211,19/04/2018 , 02:12:40,0,0
212,19/04/2018 , 02:22:40,0,0
213,19/04/2018 , 02:32:40,0,0
214,19/04/2018 , 02:42:40,0,0
215,19/04/2018 , 02:52:40,0,0
216,19/04/2018 , 03:02:40,0,0
217,19/04/2018 , 03:12:40,0,0
218,19/04/2018 , 03:22:40,0,0
219,19/04/2018 , 03:32:40,0,0
220,19/04/2018 , 03:42:40,0,0
221,19/04/2018 , 03:52:40,0,0
222,19/04/2018 , 04:02:40,0,0
223,19/04/2018 , 04:12:40,0,0
224,19/04/2018 , 04:22:40,0,0
225,19/04/2018 , 04:32:40,0,0
226,19/04/2018 , 04:42:40,0,0
227,19/04/2018 , 04:52:40,0,0
228,19/04/2018 , 05:02:40,0,0
229,19/04/2018 , 05:12:40,0,0
230,19/04/2018 , 05:22:40,0,0
231,19/04/2018 , 05:32:40,0,0
232,19/04/2018 , 05:42:40,0,0
233,19/04/2018 , 05:52:40,0,0
234,19/04/2018 , 06:02:40,0,0
235,19/04/2018 , 06:12:40,2,2
236,19/04/2018 , 06:22:40,4,4
237,19/04/2018 , 06:32:40,9,9
238,19/04/2018 , 06:42:40,14,14
239,19/04/2018 , 06:52:40,20,20
240,19/04/2018 , 07:02:40,29,29
241,19/04/2018 , 07:12:40,38,38
242,19/04/2018 , 07:22:40,45,45
243,19/04/2018 , 07:32:40,57,57
244,19/04/2018 , 07:42:40,67,67
245,19/04/2018 , 07:52:40,76,76
246,19/04/2018 , 08:02:40,89,89
247,19/04/2018 , 08:12:40,100,100
248,19/04/2018 , 08:22:40,113,113
249,19/04/2018 , 08:32:40,126,126
250,19/04/2018 , 08:42:40,142,142
251,19/04/2018 , 08:52:40,155,155
252,19/04/2018 , 09:02:40,173,173
253,19/04/2018 , 09:12:40,190,190
254,19/04/2018 , 09:22:40,208,208
255,19/04/2018 , 09:32:40,224,224
256,19/04/2018 , 09:42:40,242,242
257,19/04/2018 , 09:52:40,257,257
258,19/04/2018 , 10:02:40,277,277
259,19/04/2018 , 10:12:40,295,295
260,19/04/2018 , 10:22:40,315,315
261,19/04/2018 , 10:32:40,331,331
262,19/04/2018 , 10:42:40,348,348
263,19/04/2018 , 10:52:40,362,362
264,19/04/2018 , 11:02:40,372,372
265,19/04/2018 , 11:12:40,395,395
266,19/04/2018 , 11:22:40,403,403
267,19/04/2018 , 11:32:40,416,416
268,19/04/2018 , 11:42:40,424,424
269,19/04/2018 , 11:52:40,432,432
270,19/04/2018 , 12:02:40,458,458
271,19/04/2018 , 12:12:40,464,464
272,19/04/2018 , 12:22:40,494,494
273,19/04/2018 , 12:32:40,505,505
274,19/04/2018 , 12:42:40,517,517
275,19/04/2018 , 12:52:40,501,501
276,19/04/2018 , 13:02:40,522,522
277,19/04/2018 , 13:12:40,546,546
278,19/04/2018 , 13:22:40,527,527
279,19/04/2018 , 13:32:40,531,531
280,19/04/2018 , 13:42:40,521,521
281,19/04/2018 , 13:52:40,487,487
282,19/04/2018 , 14:02:40,539,539
283,19/04/2018 , 14:12:40,494,494
284,19/04/2018 , 14:22:40,546,546
285,19/04/2018 , 14:32:40,546,546
286,19/04/2018 , 14:42:40,548,548
287,19/04/2018 , 14:52:40,558,558
288,19/04/2018 , 15:02:40,540,540
289,19/04/2018 , 15:12:40,546,546
290,19/04/2018 , 15:22:40,522,522
291,19/04/2018 , 15:32:40,515,515
292,19/04/2018 , 15:42:40,487,487
293,19/04/2018 , 15:52:40,491,491
294,19/04/2018 , 16:02:40,459,459
295,19/04/2018 , 16:12:40,426,426
296,19/04/2018 , 16:22:40,399,399
297,19/04/2018 , 16:32:40,394,394
298,19/04/2018 , 16:42:40,369,369
299,19/04/2018 , 16:52:40,342,342
300,19/04/2018 , 17:02:40,326,326
301,19/04/2018 , 17:12:40,329,329
302,19/04/2018 , 17:22:40,315,315
303,19/04/2018 , 17:32:40,280,280
304,19/04/2018 , 17:42:40,260,260
305,19/04/2018 , 17:52:40,236,236
306,19/04/2018 , 18:02:40,216,216
307,19/04/2018 , 18:12:40,190,190
308,19/04/2018 , 18:22:40,166,166
309,19/04/2018 , 18:32:40,150,150
310,19/04/2018 , 18:42:40,135,135
311,19/04/2018 , 18:52:40,117,117
312,19/04/2018 , 19:02:40,101,101
313,19/04/2018 , 19:12:40,86,86
314,19/04/2018 , 19:22:40,73,73
315,19/04/2018 , 19:32:40,62,62
316,19/04/2018 , 19:42:40,51,51
317,19/04/2018 , 19:52:40,40,40
318,19/04/2018 , 20:02:40,31,31
319,19/04/2018 , 20:12:40,22,22
320,19/04/2018 , 20:22:40,15,15
321,19/04/2018 , 20:32:40,9,9
322,19/04/2018 , 20:42:40,5,5
323,19/04/2018 , 20:52:40,2,2
324,19/04/2018 , 21:02:40,0,0
325,19/04/2018 , 21:12:40,0,0
326,19/04/2018 , 21:22:40,0,0
327,19/04/2018 , 21:32:40,0,0
328,19/04/2018 , 21:42:40,0,0
329,19/04/2018 , 21:52:40,0,0
330,19/04/2018 , 22:02:40,0,0
331,19/04/2018 , 22:12:40,0,0
332,19/04/2018 , 22:22:40,0,0
333,19/04/2018 , 22:32:40,0,0
334,19/04/2018 , 22:42:40,0,0
335,19/04/2018 , 22:52:40,0,0
336,19/04/2018 , 23:02:40,0,0
337,19/04/2018 , 23:12:40,0,0
338,19/04/2018 , 23:22:40,0,0
339,19/04/2018 , 23:32:40,0,0
340,19/04/2018 , 23:42:40,0,0
341,19/04/2018 , 23:52:40,0,0
342,20/04/2018 , 00:02:40,0,0
343,20/04/2018 , 00:12:40,0,0
344,20/04/2018 , 00:22:40,0,0
345,20/04/2018 , 00:32:40,0,0
346,20/04/2018 , 00:42:40,0,0
347,20/04/2018 , 00:52:40,0,0
348,20/04/2018 , 01:02:40,0,0
349,20/04/2018 , 01:12:40,0,0
350,20/04/2018 , 01:22:40,0,0
351,20/04/2018 , 01:32:40,0,0
352,20/04/2018 , 01:42:40,0,0
353,20/04/2018 , 01:52:40,0,0
354,20/04/2018 , 02:02:40,0,0
355,20/04/2018 , 02:12:40,0,0
356,20/04/2018 , 02:22:40,0,0
357,20/04/2018 , 02:32:40,0,0
358,20/04/2018 , 02:42:40,0,0
359,20/04/2018 , 02:52:40,0,0
360,20/04/2018 , 03:02:40,0,0
361,20/04/2018 , 03:12:40,0,0
362,20/04/2018 , 03:22:40,0,0
363,20/04/2018 , 03:32:40,0,0
364,20/04/2018 , 03:42:40,0,0
365,20/04/2018 , 03:52:40,0,0
366,20/04/2018 , 04:02:40,0,0
367,20/04/2018 , 04:12:40,0,0
368,20/04/2018 , 04:22:40,0,0
369,20/04/2018 , 04:32:40,0,0
370,20/04/2018 , 04:42:40,0,0
371,20/04/2018 , 04:52:40,0,0
372,20/04/2018 , 05:02:40,0,0
373,20/04/2018 , 05:12:40,0,0
374,20/04/2018 , 05:22:40,0,0
375,20/04/2018 , 05:32:40,0,0
376,20/04/2018 , 05:42:40,0,0
377,20/04/2018 , 05:52:40,0,0
378,20/04/2018 , 06:02:40,0,0
379,20/04/2018 , 06:12:40,3,3
380,20/04/2018 , 06:22:40,5,5
381,20/04/2018 , 06:32:40,10,10
382,20/04/2018 , 06:42:40,15,15
383,20/04/2018 , 06:52:40,21,21
384,20/04/2018 , 07:02:40,29,29
385,20/04/2018 , 07:12:40,36,36
386,20/04/2018 , 07:22:40,44,44
387,20/04/2018 , 07:32:40,53,53
388,20/04/2018 , 07:42:40,62,62
389,20/04/2018 , 07:52:40,74,74
390,20/04/2018 , 08:02:40,89,89
391,20/04/2018 , 08:12:40,103,103
392,20/04/2018 , 08:22:40,114,114
393,20/04/2018 , 08:32:40,128,128
394,20/04/2018 , 08:42:40,141,141
395,20/04/2018 , 08:52:40,149,149
396,20/04/2018 , 09:02:40,164,164
397,20/04/2018 , 09:12:40,178,178
398,20/04/2018 , 09:22:40,190,190
399,20/04/2018 , 09:32:40,213,213
400,20/04/2018 , 09:42:40,209,209
401,20/04/2018 , 09:52:40,228,228
402,20/04/2018 , 10:02:40,233,233
403,20/04/2018 , 10:12:40,242,242
404,20/04/2018 , 10:22:40,267,267
405,20/04/2018 , 10:32:40,264,264
406,20/04/2018 , 10:42:40,276,276
407,20/04/2018 , 10:52:40,297,297
408,20/04/2018 , 11:02:40,313,313
409,20/04/2018 , 11:12:40,327,327
410,20/04/2018 , 11:22:40,353,353
411,20/04/2018 , 11:32:40,361,361
412,20/04/2018 , 11:42:40,371,371
413,20/04/2018 , 11:52:40,392,392
414,20/04/2018 , 12:02:40,399,399
415,20/04/2018 , 12:12:40,412,412
416,20/04/2018 , 12:22:40,436,436
417,20/04/2018 , 12:32:40,446,446
418,20/04/2018 , 12:42:40,455,455
419,20/04/2018 , 12:52:40,459,459
420,20/04/2018 , 13:02:40,457,457
421,20/04/2018 , 13:12:40,455,455
422,20/04/2018 , 13:22:40,445,445
423,20/04/2018 , 13:32:40,441,441
424,20/04/2018 , 13:42:40,443,443
425,20/04/2018 , 13:52:40,433,433
426,20/04/2018 , 14:02:40,445,445
427,20/04/2018 , 14:12:40,463,463
428,20/04/2018 , 14:22:40,513,513
429,20/04/2018 , 14:32:40,529,529
430,20/04/2018 , 14:42:40,494,494
431,20/04/2018 , 14:52:40,461,461
432,20/04/2018 , 15:02:40,461,461
433,20/04/2018 , 15:12:40,455,455
434,20/04/2018 , 15:22:40,440,440
435,20/04/2018 , 15:32:40,426,426
436,20/04/2018 , 15:42:40,413,413
437,20/04/2018 , 15:52:40,407,407
438,20/04/2018 , 16:02:40,388,388
439,20/04/2018 , 16:12:40,359,359
440,20/04/2018 , 16:22:40,349,349
441,20/04/2018 , 16:32:40,350,350
442,20/04/2018 , 16:42:40,316,316
443,20/04/2018 , 16:52:40,341,341
444,20/04/2018 , 17:02:40,303,303
445,20/04/2018 , 17:12:40,243,243
446,20/04/2018 , 17:22:40,236,236
447,20/04/2018 , 17:32:40,203,203
448,20/04/2018 , 17:42:40,174,174
449,20/04/2018 , 17:52:40,172,172
450,20/04/2018 , 18:02:40,159,159
451,20/04/2018 , 18:12:40,143,143
452,20/04/2018 , 18:22:40,134,134
453,20/04/2018 , 18:32:40,118,118
454,20/04/2018 , 18:42:40,103,103
455,20/04/2018 , 18:52:40,93,93
456,20/04/2018 , 19:02:40,74,74
457,20/04/2018 , 19:12:40,62,62
458,20/04/2018 , 19:22:40,57,57
459,20/04/2018 , 19:32:40,50,50
460,20/04/2018 , 19:42:40,41,41
461,20/04/2018 , 19:52:40,33,33
462,20/04/2018 , 20:02:40,25,25
463,20/04/2018 , 20:12:40,19,19
464,20/04/2018 , 20:22:40,12,12
465,20/04/2018 , 20:32:40,7,7
466,20/04/2018 , 20:42:40,4,4
467,20/04/2018 , 20:52:40,2,2
468,20/04/2018 , 21:02:40,0,0
469,20/04/2018 , 21:12:40,0,0
470,20/04/2018 , 21:22:40,0,0
471,20/04/2018 , 21:32:40,0,0
472,20/04/2018 , 21:42:40,0,0
473,20/04/2018 , 21:52:40,0,0
474,20/04/2018 , 22:02:40,0,0
475,20/04/2018 , 22:12:40,0,0
476,20/04/2018 , 22:22:40,0,0
477,20/04/2018 , 22:32:40,0,0
478,20/04/2018 , 22:42:40,0,0
479,20/04/2018 , 22:52:40,0,0
480,20/04/2018 , 23:02:40,0,0
481,20/04/2018 , 23:12:40,0,0
482,20/04/2018 , 23:22:40,0,0
483,20/04/2018 , 23:32:40,0,0
484,20/04/2018 , 23:42:40,0,0
485,20/04/2018 , 23:52:40,0,0
486,21/04/2018 , 00:02:40,0,0
487,21/04/2018 , 00:12:40,0,0
488,21/04/2018 , 00:22:40,0,0
489,21/04/2018 , 00:32:40,0,0
490,21/04/2018 , 00:42:40,0,0
491,21/04/2018 , 00:52:40,0,0
492,21/04/2018 , 01:02:40,0,0
493,21/04/2018 , 01:12:40,0,0
494,21/04/2018 , 01:22:40,0,0
495,21/04/2018 , 01:32:40,0,0
496,21/04/2018 , 01:42:40,0,0
497,21/04/2018 , 01:52:40,0,0
498,21/04/2018 , 02:02:40,0,0
499,21/04/2018 , 02:12:40,0,0
500,21/04/2018 , 02:22:40,0,0
501,21/04/2018 , 02:32:40,0,0
502,21/04/2018 , 02:42:40,0,0
503,21/04/2018 , 02:52:40,0,0
504,21/04/2018 , 03:02:40,0,0
505,21/04/2018 , 03:12:40,0,0
506,21/04/2018 , 03:22:40,0,0
507,21/04/2018 , 03:32:40,0,0
508,21/04/2018 , 03:42:40,0,0
509,21/04/2018 , 03:52:40,0,0
510,21/04/2018 , 04:02:40,0,0
511,21/04/2018 , 04:12:40,0,0
512,21/04/2018 , 04:22:40,0,0
513,21/04/2018 , 04:32:40,0,0
514,21/04/2018 , 04:42:40,0,0
515,21/04/2018 , 04:52:40,0,0
516,21/04/2018 , 05:02:40,0,0
517,21/04/2018 , 05:12:40,0,0
518,21/04/2018 , 05:22:40,0,0
519,21/04/2018 , 05:32:40,0,0
520,21/04/2018 , 05:42:40,0,0
521,21/04/2018 , 05:52:40,0,0
522,21/04/2018 , 06:02:40,1,1
523,21/04/2018 , 06:12:40,1,1
524,21/04/2018 , 06:22:40,4,4
525,21/04/2018 , 06:32:40,6,6
526,21/04/2018 , 06:42:40,8,8
527,21/04/2018 , 06:52:40,12,12
528,21/04/2018 , 07:02:40,16,16
529,21/04/2018 , 07:12:40,24,24
530,21/04/2018 , 07:22:40,37,37
531,21/04/2018 , 07:32:40,50,50
532,21/04/2018 , 07:42:40,62,62
533,21/04/2018 , 07:52:40,73,73
534,21/04/2018 , 08:02:40,81,81
535,21/04/2018 , 08:12:40,92,92
536,21/04/2018 , 08:22:40,115,115
537,21/04/2018 , 08:32:40,134,134
538,21/04/2018 , 08:42:40,162,162
539,21/04/2018 , 08:52:40,149,149
540,21/04/2018 , 09:02:40,192,192
541,21/04/2018 , 09:12:40,195,195
542,21/04/2018 , 09:22:40,237,237
543,21/04/2018 , 09:32:40,251,251
544,21/04/2018 , 09:42:40,284,284
545,21/04/2018 , 09:52:40,313,313
546,21/04/2018 , 10:02:40,334,334
547,21/04/2018 , 10:12:40,363,363
548,21/04/2018 , 10:22:40,384,384
549,21/04/2018 , 10:32:40,408,408
550,21/04/2018 , 10:42:40,434,434
551,21/04/2018 , 10:52:40,450,450
552,21/04/2018 , 11:02:40,466,466
553,21/04/2018 , 11:12:40,491,491
554,21/04/2018 , 11:22:40,506,506
555,21/04/2018 , 11:32:40,529,529
556,21/04/2018 , 11:42:40,543,543
557,21/04/2018 , 11:52:40,561,561
558,21/04/2018 , 12:02:40,575,575
559,21/04/2018 , 12:12:40,587,587
560,21/04/2018 , 12:22:40,599,599
561,21/04/2018 , 12:32:40,607,607
562,21/04/2018 , 12:42:40,611,611
563,21/04/2018 , 12:52:40,615,615
564,21/04/2018 , 13:02:40,613,613
565,21/04/2018 , 13:12:40,609,609
566,21/04/2018 , 13:22:40,608,608
567,21/04/2018 , 13:32:40,610,610
568,21/04/2018 , 13:42:40,601,601
569,21/04/2018 , 13:52:40,592,592
570,21/04/2018 , 14:02:40,578,578
571,21/04/2018 , 14:12:40,552,552
572,21/04/2018 , 14:22:40,536,536
573,21/04/2018 , 14:32:40,513,513
574,21/04/2018 , 14:42:40,506,506
575,21/04/2018 , 14:52:40,491,491
576,21/04/2018 , 15:02:40,476,476
577,21/04/2018 , 15:12:40,469,469
578,21/04/2018 , 15:22:40,461,461
579,21/04/2018 , 15:32:40,444,444
580,21/04/2018 , 15:42:40,423,423
581,21/04/2018 , 15:52:40,409,409
582,21/04/2018 , 16:02:40,404,404
583,21/04/2018 , 16:12:40,383,383
584,21/04/2018 , 16:22:40,350,350
585,21/04/2018 , 16:32:40,329,329
586,21/04/2018 , 16:42:40,298,298
587,21/04/2018 , 16:52:40,279,279
588,21/04/2018 , 17:02:40,262,262
589,21/04/2018 , 17:12:40,239,239
590,21/04/2018 , 17:22:40,223,223
591,21/04/2018 , 17:32:40,207,207
592,21/04/2018 , 17:42:40,188,188
593,21/04/2018 , 17:52:40,169,169
594,21/04/2018 , 18:02:40,152,152
595,21/04/2018 , 18:12:40,128,128
596,21/04/2018 , 18:22:40,119,119
597,21/04/2018 , 18:32:40,115,115
598,21/04/2018 , 18:42:40,103,103
599,21/04/2018 , 18:52:40,85,85
600,21/04/2018 , 19:02:40,76,76
601,21/04/2018 , 19:12:40,64,64
602,21/04/2018 , 19:22:40,55,55
603,21/04/2018 , 19:32:40,45,45
604,21/04/2018 , 19:42:40,35,35
605,21/04/2018 , 19:52:40,28,28
606,21/04/2018 , 20:02:40,22,22
607,21/04/2018 , 20:12:40,16,16
608,21/04/2018 , 20:22:40,10,10
609,21/04/2018 , 20:32:40,7,7
610,21/04/2018 , 20:42:40,4,4
611,21/04/2018 , 20:52:40,1,1
612,21/04/2018 , 21:02:40,1,1
613,21/04/2018 , 21:12:40,0,0
614,21/04/2018 , 21:22:40,0,0
615,21/04/2018 , 21:32:40,0,0
616,21/04/2018 , 21:42:40,0,0
617,21/04/2018 , 21:52:40,0,0
618,21/04/2018 , 22:02:40,0,0
619,21/04/2018 , 22:12:40,0,0
620,21/04/2018 , 22:22:40,0,0
621,21/04/2018 , 22:32:40,0,0
622,21/04/2018 , 22:42:40,0,0
623,21/04/2018 , 22:52:40,0,0
624,21/04/2018 , 23:02:40,0,0
625,21/04/2018 , 23:12:40,0,0
626,21/04/2018 , 23:22:40,0,0
627,21/04/2018 , 23:32:40,0,0
628,21/04/2018 , 23:42:40,0,0
629,21/04/2018 , 23:52:40,0,0
630,22/04/2018 , 00:02:40,0,0
631,22/04/2018 , 00:12:40,0,0
632,22/04/2018 , 00:22:40,0,0
633,22/04/2018 , 00:32:40,0,0
634,22/04/2018 , 00:42:40,0,0
635,22/04/2018 , 00:52:40,0,0
636,22/04/2018 , 01:02:40,0,0
637,22/04/2018 , 01:12:40,0,0
638,22/04/2018 , 01:22:40,0,0
639,22/04/2018 , 01:32:40,0,0
640,22/04/2018 , 01:42:40,0,0
641,22/04/2018 , 01:52:40,0,0
642,22/04/2018 , 02:02:40,0,0
643,22/04/2018 , 02:12:40,0,0
644,22/04/2018 , 02:22:40,0,0
645,22/04/2018 , 02:32:40,0,0
646,22/04/2018 , 02:42:40,0,0
647,22/04/2018 , 02:52:40,0,0
648,22/04/2018 , 03:02:40,0,0
649,22/04/2018 , 03:12:40,0,0
650,22/04/2018 , 03:22:40,0,0
651,22/04/2018 , 03:32:40,0,0
652,22/04/2018 , 03:42:40,0,0
653,22/04/2018 , 03:52:40,0,0
654,22/04/2018 , 04:02:40,0,0
655,22/04/2018 , 04:12:40,0,0
656,22/04/2018 , 04:22:40,0,0
657,22/04/2018 , 04:32:40,0,0
